"Enseigne","Nombre d'établissement"
"MONIQUE & MYRTILLES",1
"MONGKOK",1
"MON DWICH",1
"MONDIAL DANDWICH",1
"MONDAINE DE PARISO",1
"MON COLONEL",1
"MON COEUR BELLEVILLE",1
"MONCEAU",1
"MON CAFE",1
"MON BOL A SALADE",1
"MONBLEU LE COMPTOIR",1
"MON BEAU POULET",1
"MONARC",1
"MONA LISA",1
"MONAK K1",1
"MOMO TIBET",1
"MOMO KITCHEN",1
"MOMOKA",1
"MOMOGATO",1
"MOMO ET SUSHI",1
"MOMO",1
"MOMIJI SUSHI",1
"MOMENT TEA",1
"MOMEN'TEA",1
"MOMENT",1
"MOMEN",1
"MOMA’S TEA",1
"MOM",1
"MOLTO GUSTO",1
"MOLTO BENE",1
"MOLO MOLO",1
"MOLOKO",1
"MOLLY'S BAR",1
"MOLLY",1
"MOLI",1
"MOKUS",1
"MOKONUTS",1
"MOKOLOCO",1
"MOKKO",1
"MOKI BAR",1
"MOKA",1
"MOJO FOR GOOD",1
"MOJO BY MORY SACKO",1
"MOJO",1
"MOJITO LAB",1
"MOJITO HABANA",1
"MOGOMOGO",1
"MOGO",1
"MOGHOL",1
"MOGGYBA",1
"MOERF",1
"MOEMACHI",1
"MODOL KIRI",1
"MODIGLIANI",1
"MOCHI MOCHI",1
"MOCCA",1
"MOBSTER DINER",1
"MOBI’S BURGER",1
"MME SAGARIKA",1
"MME GUAN",1
"MME CANARD NOIR",1
"MM CAFE",1
"M. JACQUES",1
"MIZUSHI",1
"MIZU POKE",1
"MIZUMI",1
"MIYAZAKI",1
"MIX IT",1
"MIX EAT",1
"MI-VA-MI",1
"MIURA",1
"MITSUMI",1
"MI TIERRA",1
"MITHE",1
"MITAO",1
"MISTRAL",1
"MISTER NAAN",1
"MISTER LOC LAC",1
"MISTER GRILL",1
"MISTER GREEN",1
"MISSYOU POKE",1
"MISS KO",1
"MISS BANK-MI",1
"MISA BULGOGI",1
"MIRROR",1
"MI RANCHITO",1
"MIRAMA",1
"MIRABELLE",1
"MIRA",1
"MI PERU",1
"MIO POSTO",1
"MINUTE PAPILLON",1
"MINORI",1
"MINO",1
"MINISTRY OF SPICE",1
"MINIMES",1
"MINICAFE",1
"MINIBAR",1
"MINEKO",1
"MINEIRINHO",1
"MINATO BAR",1
"MINAS",1
"MINAMI",1
"MINA MAHAL",1
"MINA EXPRESS",1
"MIMMO",1
"MIMI RAMEN",1
"MI MI HOUSE",1
"MIMDA DELICE",1
"MILOU",1
"MILORD",1
"MILO",1
"MILLESIMES",1
"MILLESIME",1
"MILLE GRACIE",1
"MIKO POT",1
"MIKKELER",1
"MI.K.DO BAR",1
"MIKA",1
"MIJO T",1
"MI JIA",1
"MIGNON",1
"MIEUX",1
"MIENANDA",1
"MIDORY (RESTAURANT JAPONAIS)",1
"MIDORE CAFE",1
"MI DO RE",1
"MIDI TRENTE",1
"MIDI O'CLOCK",1
"MIDI NET",1
"MIDI 12",1
"MIDI",1
"MIDAM",1
"MICOULEAU",1
"MICH SANDWICHES",1
"MICHO",1
"MICHE-MUCHE",1
"MICHEL ROSTANG",1
"MICHELE",1
"MICHALAK",1
"MICHAELANGELO",1
"MIAN MIAN",1
"MIAN GUAN",1
"MIAN",1
"MIAMOR",1
"MIAM MIAM COOL",1
"MIAM MIAM",1
"MIAMI BAR",1
"MIA LUCIA",1
"MIA CAFE",1
"MHAJBI",1
"MG MAISON DE GYROS",1
"M.GLE 17",1
"M.G. LE 15",1
"M.GEORGES",1
"MEZZ AMOUR",1
"MEZZA LUNA",1
"MEZZA & CO (KIOSQUE)",1
"MEX’IIK",1
"MEXI & CO",1
"MEXICAN STREET FOOD",1
"METROPOLITAN",1
"METRO CAFE",1
"METRO BAR",1
"METOU",1
"ME TIME",1
"MES SOUVENIRS D’ESPAGNE",1
"MESSMA BURGER",1
"MESKEN",1
"MESHUGA",1
"MERYSIA",1
"MERMAIDS AND DIVERS",1
"MERINA",1
"MERIGGIO",1
"MERE MICHELE",1
"MER DE CHINE",1
"MERCURE_",1
"MER & COQUILLAGE",1
"MERCI JEROME !",1
"MERCI CHARLES",1
"MERCI",1
"MERCERIE MULLOT",1
"MERCERIE",1
"MERCATO",1
"MENTHE-BASILIC TRAITEUR",1
"MENSAE",1
"MENKICCHI RAMEN",1
"MENKICCHI",1
"MENGANO",1
"MENELIK",1
"MEMS",1
"MEMO'S RESTO",1
"MEMERE LOUISE",1
"MEMENTO",1
"MELTING POT",1
"MELTING POPOTE",1
"MELT DOWN",1
"MELT CAMBRONNE",1
"MELODY",1
"MELOCOTON",1
"MELINDA",1
"MÉLANGER",1
"MELAC",1
"MEKNES",1
"MEJANE",1
"MEIWENTI",1
"MEISTER",1
"MEILLEUR COCO THAÏ",1
"MEI KO",1
"MEHA",1
"MEGLIO",1
"MEENUS",1
"MEDAILLON",1
"MEATING CORNER",1
"MEAL TIME",1
"MC BRIDES IRISH PUB",1
"MBUTALOMBI",1
"MBH IRIS",1
"MBC",1
"M BAR",1
"MAZURKA",1
"MAZEH",1
"MAZE_",1
"MAZALI",1
"MAY TAÏ",1
"MAY SPACE",1
"MAYO MARKET",1
"MAYLI’S",1
"MAY HONG",1
"MAY FLOWER",1
"MAY FAIR GARDEN",1
"MAYDO",1
"MAY CHIKEN",1
"MAYAM",1
"MAYA BAY",1
"MAXIN CHICKEN",1
"MAXIM'S DE PARIS",1
"MAXENCE",1
"MAXAN",1
"MAWUENA",1
"MAWEL",1
"MAVROMMATIS",1
"MAVI",1
"MAUVAISES GRAINES",1
"MAT’IZZA",1
"MATZOA",1
"MATUYA",1
"MATSUYAMA",1
"MATSUYA",1
"MATSUSUSHI",1
"MATSUSAKA",1
"MATSUDO",1
"MATSUDA",1
"MATSUBA",1
"MATSU",1
"MATISSE",1
"MATIGNON",1
"MATCH OCHAYA",1
"MATCHA SOCIAL CLUB",1
"MATCHAN BARBECUE",1
"MATCHA",1
"MATAMATA",1
"MATAAM",1
"MASTRO'S",1
"MAST",1
"MASSAWA",1
"MASSAMA DELICE",1
"MASSALE",1
"MASSALA CAFE",1
"MASHA",1
"MA SALLE A MANGER",1
"MAR’CO",1
"MARY PIZZERIA",1
"MARVELY",1
"MARTY",1
"MARTORELL",1
"MARTINE A LA MER",1
"MARTIN",1
"MARSO",1
"MARSAN PAR HELENE DARROZE",1
"MARROW",1
"MARQUISE CAFE",1
"MARMITE D’AFRIQUE",1
"MARMITE DE BOEUF",1
"MARMARA",1
"MARLOE",1
"MARLO",1
"MARLETTE",1
"MARKET",1
"MARJOLAINE",1
"MARIUS ET JEANNETTE",1
"MARIGNY",1
"MARIETTA",1
"MARIE-THE",1
"MARIE SUZY",1
"MARIE ROSE",1
"MARIE JULIEN",1
"MARIE EDITH",1
"MARIE BELLE",1
"MARIBAN",1
"MARIA LOUISA",1
"MARIA LOCA",1
"MARIAGE FRERES",1
"MARIA BELZA",1
"MA RI",1
"MARGUERITE",1
"MARGO",1
"MARGEN'S",1
"MARGARETTI",1
"MARDIN SOUPE",1
"MARDI",1
"MARCUS",1
"MARCO'S GRILL",1
"MARCORE",1
"MARCLEE",1
"MARCHON",1
"MARCHE OU CREPE",1
"MARCELLO BY VENICE",1
"MARCELLA",1
"MARCEL ET CLEMENTINE",1
"MARCEAU",1
"MARBEUF",1
"MARACUJA",1
"MA PIZZA",1
"MAPITON",1
"MAOZ VEGETARIAN",1
"MAO BIBIMBAP",1
"MAO",1
"MAN’OUCHE",1
"MANTRA",1
"MANSOURIA",1
"MANSART",1
"MAN PUKU",1
"MAN OUCHE LIBANAISE",1
"MANO MANO",1
"MANNA",1
"MANKO",1
"MANICARETTI",1
"MANHATTN'S",1
"MANHATTAN TERRAZZA",1
"MANHATTAN",1
"MANGUE ROUGE",1
"MANGO THAI",1
"MANGIONI",1
"MANGIAMO ITALIANO",1
"MANGEZ MOI",1
"MANGER A LA MAISON",1
"MANGE LA POULE",1
"MANGEAVER",1
"MANGE 2BOUT",1
"MANGA CAFE",1
"MANFRED",1
"MANEE",1
"MANDAR KITCHEN",1
"MANDARIN SAINT CYR",1
"MANDARIN DUNOIS",1
"MANDARIN DE PARIS",1
"MANDARIN DE MING",1
"MANDARIN COURCELLES",1
"MANCORA CEBICHERIA",1
"MAN COCO",1
"MAN CHA",1
"MAMY’ROSA",1
"MAM SON",1
"MAMOUR",1
"MAMOU",1
"MAMMA PRIMI",1
"MAMMA MIA",1
"MAMMA",1
"MAMJAI",1
"MAMIE SUSHI",1
"MAMIE LUCIENNE",1
"MAMIE GATEAUX",1
"MAMIE COLETTE",1
"MAMIE BURGER",1
"MAMIE BIDOCHE",1
"MAMÉ",1
"MAME",1
"MAMBO BAR",1
"MAMATCHAI",1
"MAMASANS",1
"MAMA ROSSA",1
"MAMA NO BENTO",1
"MAMAN NADJIBA",1
"MAMA NISSA",1
"MAMAN",1
"MAMA MIA PIZZA",1
"MAMAMIA",1
"MAMALEE",1
"MAMA KIN",1
"MAMA JECKSON",1
"MAMAIOA",1
"MAMA HE",1
"MAMA CITA",1
"MAMABALI",1
"MAMA AFRICAIN",1
"MAMA AFRICA",1
"MALRO",1
"MALOYA",1
"MALOUMARIN",1
"MALONGO",1
"MALLORY GABSI",1
"MALIS",1
"MALINS",1
"MALIBU LOUNGE",1
"MALI",1
"MALENA",1
"MALABAR",1
"MAKUTANO",1
"MAKUK",1
"MAKUISINE VIET",1
"MAK THAI",1
"MAKOTO",1
"MAKI SUSHI TOKYO",1
"MAKINNE",1
"MAKHLOUF",1
"MAKHAM THAI",1
"MAKFC",1
"MAK CHIKEN",1
"MAKAN MAKAN",1
"MAJOUJA",1
"MAJORELLE",1
"MAJI",1
"MAÏZ",1
"MAITRE PIERRE",1
"MAI TI",1
"MAI THAI ONE",1
"MAI THAI",1
"MAIS OUI MADAME",1
"MAISON ZADA",1
"MAISON WAGRAM",1
"MAISON TEISSEIDRE",1
"MAISON SUKOON",1
"MAISON SIZIN-SEC",1
"MAISON RUSSE",1
"MAISON RUGGIERI",1
"MAISON ROUGE",1
"MAISON POPEILLE",1
"MAISON POKE CÔTE SUSHI",1
"MAISON PINSA",1
"MAISON PILLET",1
"MAISON PERET",1
"MAISON PERCHEE",1
"MAISON PARK",1
"MAISON NOURA",1
"MAISON NOUILLES 12",1
"MAISON MY",1
"MAISON MILIE",1
"MAISON MER",1
"MAISON MASALA",1
"MAISON MARGUERITE",1
"MAISON LY",1
"MAISON LOUVARD",1
"MAISON KUN",1
"MAISON KALIOS",1
"MAISON J ET K",1
"MAISON JENNY",1
"MAISON HALLAB",1
"MAISON GK",1
"MAISON GAZELLE",1
"MAISON FAUST",1
"MAISON FAHET",1
"MAISON EDGAR",1
"MAISON DU KEBAB",1
"MAISON DONG",1
"MAISON DES 3 THES",1
"MAISON DE LA LOZERE",1
"MAISON DE KONGFUZI",1
"MAISON DE CHENG DU",1
"MAISON CLUNY",1
"MAISON CHARDENOUX",1
"MAISON BLANCHE",1
"MAISON BINCLER",1
"MAISON BES",1
"MAISON BECQUEY",1
"MAISON ARNOULT",1
"MAISON ALFRED",1
"MAISON ALBAR",1
"MAISIE CAFE",1
"MAINE CAFE",1
"MAI LAM",1
"MAIKAI",1
"MAI DO",1
"MAICHA",1
"MAHIKI",1
"MAHATMA",1
"MAHARAJA",1
"MAHABELLY",1
"MAGOKORO",1
"MAGNUM LOUNGE",1
"MAGNUM",1
"MAGNIR",1
"MAGNA",1
"MAGMA",1
"MAGIC CARPET CAFE",1
"MAGICAL HOT DOG",1
"MAGALI",1
"MAESTRO'S",1
"MAE POKE",1
"MADOURA",1
"MADO A PARIS",1
"MADO",1
"MAD MEN",1
"MAD MAKER",1
"MADITO",1
"MADISON CAFFE",1
"MADIBA",1
"MADHUPUR",1
"MADEMOISELLE RAYMONDE",1
"MADEMOISELLE PLUME",1
"MADEMOISELLE M",1
"MADEMOISELLE ANGELINA",1
"MADELEINE 7",1
"MADELEINE",1
"MADE IN ITALY",1
"MADE IN CORSICA",1
"MADE BY JESS",1
"MADANG",1
"MADAME STUART",1
"MADAME SIMONE",1
"MADAME SARFATI",1
"MADAME PIMENT",1
"MADAME PERVENCHE",1
"MADAME PAMPA",1
"MADAME MOZZARELLA",1
"MADAME LEE",1
"MADAME ARTHUR",1
"MADAMADOR",1
"MADALAYA",1
"M.A.D",1
"MACONDO",1
"MA COCOTTE",1
"MAC KING",1
"MACIS CAFE",1
"MACIS",1
"MACHMOUM",1
"MACHJA",1
"MACHITOS CHICKEN",1
"MACHE",1
"MAC FOOD",1
"MACEO",1
"MACCHU PISKO",1
"MAC BENI",1
"MACA'RONG",1
"MA CANTINE VIET",1
"MA CANTINE THAÏ",1
"MA CANTINE COREENNE",1
"MAC AND CHEESE",1
"MA CAMPAGNE",1
"MACADAM COFFEE",1
"MA CACHETTE",1
"MAC_",1
"MABROUK",1
"MA BOURGOGNE",1
"MA BIERE BRASSAGE",1
"MA BICOQUE",1
"MA BICHE",1
"MAASAI",1
"MAAFIN",1
"M64",1
"M38",1
"M111 CAFE CULTUREL",1
"M101",1
"L’OUZERI",1
"L’OR NOIR",1
"L’ORANGERAIE",1
"L’OENOMANIAC",1
"L’OASIS ORIENTALE",1
"L’IVRESS",1
"L’INDE...",1
"L’INAPERCU",1
"L’IMPRO",1
"L’ILOT",1
"L’ILE DE DJERBA",1
"L’HYPOTHESE",1
"L’EVIDENCE",1
"L’ETOILE DE RIVOLI",1
"L’ETOILE DE CHARONNE",1
"L’ESCARPOLETTE",1
"L’ESCARBOUCLE",1
"L’EQUERRE",1
"L’ENTREDEUX",1
"L’EN K",1
"L’EMIL",1
"L’EMBOUTEILLAGE",1
"L’ECLIPSE",1
"L’AVANT SCENE DU LUCERNAIRE",1
"L’AVANT COMPTOIR DU MARCHE",1
"L’AUBESTORE",1
"L’ATELIER SANDO",1
"L’ATELIER ROME",1
"L’ATELIER DU KOUSKOUS",1
"L’ATELIER",1
"L’ASTROLABE 18",1
"L’ASSAGGIO",1
"L’ARTOISE",1
"L’ARTISAN",1
"L’ARRIERE CUISINE",1
"L’ARC EN CIEL",1
"L’APPART",1
"L’ANNEXE",1
"L’ANJOU",1
"L’ANGELYS",1
"L’AMI.E",1
"L’AMI D’AFRIQUE",1
"L’AMBASSADE BRETONNE",1
"L’ALSACIEN",1
"L’ALLIANCE",1
"L’ALLER RETOUR",1
"L’ALAMBIC PARISIEN",1
"L’AILE OU LA CUISSE",1
"L’AGENCE",1
"L’AGE D’OR",1
"L’AFRODISIAC",1
"LY THAI",1
"LYS D'OR",1
"LYOM CANTINE",1
"LYNA",1
"LYLEE",1
"LY LAN",1
"LYCHEE",1
"LUZ VERDE",1
"LUX BAR",1
"LUX",1
"LUTETIA",1
"LUTECE CAFE",1
"L'USINE DE CHARONNE",1
"LUSH BAR",1
"LUPO",1
"LUPICIA",1
"LUNCH TIME",1
"LUNCH EXPRESS",1
"LUNCH CLUB",1
"LUNA",1
"LUMIERE SUSHI",1
"LULU LA NANTAISE",1
"LULER WHITE",1
"LUKS KEBAB",1
"LUKS",1
"LUISA MARIA",1
"LUCKY DAY",1
"LUCKY BASTARD MARAIS",1
"LUCKY BAR",1
"LUCIANA",1
"LUCIA",1
"LUCETTE FAIT DES CREPES",1
"LUCAS CARTON",1
"LUBBABY NIGHTS",1
"LUANGPRA",1
"LUANGBRA",1
"LR MATHUSALEM",1
"L'R DE RIEN",1
"LPL",1
"LOYO",1
"L'OYAT",1
"LOYAL",1
"LOVE JUICE BAR",1
"LOVEBIRD",1
"LOVE BIRD",1
"LOU'TIAP",1
"LOUSTIC ESPRESSO BAR",1
"L'OUSTALOU",1
"L'OUSTAL",1
"L'OURS",1
"LOU PITCHOUN'S",1
"LOUPIOTES",1
"LOU PESCADOU",1
"LOU PASTA BAR A PATES",1
"LOU PASCALOU",1
"LOUMIS",1
"LOULOUTE",1
"LOULOU BAR",1
"LOULOU'",1
"LOULAVIM ETROGIM",1
"LOUIZZA PIZZA",1
"LOUIS VINS",1
"LOUISETTE",1
"LOUIS ²",1
"LOUIE LOUIE",1
"LOUFOQUE",1
"LOU CANTOU",1
"LOUBNANE",1
"LOU BISTROT",1
"LOU",1
"LOTUS VIETNAM",1
"L'OTHENTIQUE VIETNAM",1
"LOST GENERATION",1
"L'OSTERIA DELL ANIMA",1
"LOS NANOS",1
"L'OSMANTHE",1
"LOS GUEROS",1
"LOS FRANCHUTES",1
"L'OSEILLE",1
"LO SCENARIO",1
"LOS BROTHERS",1
"L'OS A MOELLE",1
"L'ORRIU DE BEAUVAU",1
"L'ORIGINAL HAMBURGER",1
"L'ORIENT PEREIRE",1
"L'ORIENT EXPRESS",1
"L'ORIENT D'OR",1
"L ORIENTAL",1
"L'ORIENTAL",1
"LORIBO",1
"LORETTE ET LES GARCONS",1
"L'ORENZACCIO",1
"L'OR EN BAR",1
"L'OREE DU PARC",1
"L'ORDONNANCE",1
"L'ORDOME",1
"L'ORCHIDEE",1
"L'ORAZIANO",1
"L'ORATOIRE",1
"L'ORANGE VERTE",1
"L'ORANGERIE",1
"L'ORANGE MECANIQUE",1
"L'OPPORTUN",1
"L'OPIUM",1
"LOOV",1
"LONG & TEE",1
"LONG HOA",1
"LONGCHAMP_",1
"L'OMBRE DE NOTRE DAME",1
"LOMBEM",1
"LOMBARDI",1
"L'OLYMPE",1
"LOLO BISTROT",1
"LOLO",1
"L'OLIVIER D'OR",1
"LOLITA PARIS",1
"LOLILOL",1
"LOKMA",1
"LOKITA",1
"LOI’S",1
"L'OISIVE THE",1
"L'OISEAU BLANC",1
"L'OGRE",1
"LOGO",1
"L'OENO'VICE",1
"LODOS GRILL",1
"L'ODESSA",1
"LOCOMOTIVE",1
"LOCO",1
"L'OCEAN",1
"L'OCCITANE - PIERRE HERME",1
"LOCALINO",1
"LOBSTER PARADISE",1
"L'OBSERVATOIRE",1
"LOBO",1
"L'OBLIGADO",1
"LOBINEAU",1
"L'OASIS LE 244",1
"L'OASIS DU NORD",1
"L'OASIS",1
"L'O A LA BOUCHE",1
"LO AF",1
"LLOVER",1
"LIZIBA CHONG QING",1
"LIZ & DOV",1
"LIZA",1
"LI YUAN",1
"L'IVRESS",1
"LIVIO PIU",1
"LIVING FOOD",1
"LIVING",1
"LIVE SPORTS",1
"LIU HE JIA",1
"LITTLE YAK",1
"LITTLE TEMPLE BAR",1
"LITTLE SHAO",1
"LITTLE SEOUL",1
"LITTLE ROMEO",1
"LITTLE RED DOOR",1
"LITTLE NONNA",1
"LITTLE NAPOLI",1
"LITTLE MOROCO",1
"LITTLE LYOOM",1
"LITTLE LA",1
"LITTLE KOREA",1
"LITTLE IT",1
"LITTLE HOME",1
"LITTLE HAVANA",1
"LITTLE GOOD MEAL",1
"LITTLE FUXIIA",1
"LITTLE CAPRI",1
"LITTLE CAFE",1
"LITTLE BULLES",1
"LITTLE BREIZH",1
"LITTLE BIG BEAR",1
"LITTLE BABEL",1
"LITTLE APPLE",1
"L'ITALIEN",1
"L'ITALIANA",1
"L'ITALIA IN BOCCA",1
"L'ISOLOTTO",1
"L'IRIS",1
"LIQUIDERIE",1
"LIQUIDE",1
"LIQI",1
"LIPSTICK CLUB",1
"LION SOT",1
"L'INVITEE",1
"L'INTREPIDE",1
"L'INTERMEDE",1
"L'IN'TE CAFFE",1
"L'INSTANT PARTAGE",1
"L'INSTANT LIBANAIS",1
"L INSTANT",1
"L'INSTANT",1
"L'INSPIRATION",1
"L'INSOUMISE",1
"L'INSOMNIAC",1
"L'INSOLITE",1
"LINO",1
"L'INNOCENCE",1
"L'INITIAL RESTAURANT",1
"LING JING HUTONG",1
"L'INEVITABLE",1
"LINETTE",1
"LINE SUSHI",1
"L'INEDIT",1
"L'INDUSTRIE",1
"L'INCONTRO",1
"L'INCONNU",1
"LINCOGNITO BAR",1
"L'INCOGNITO",1
"LINA",1
"LIM SEPT",1
"LIM'S",1
"L'IMPRIMERIE",1
"L'IMPREVU CAFE",1
"L'IMPONDERABLE",1
"L'IMPERIAL",1
"L'IMPASTO",1
"L'IMPACT",1
"LIMIT LESS",1
"LILY WOOD",1
"LILY WANG",1
"LILY OF CHARONNE",1
"LILOU",1
"L'ILOT VACHE",1
"LILI'S BROWNIES",1
"L'ILIADE",1
"L'ILE DE LA REUNION AUX PETITS CHANDELIERS",1
"L'ILE DE CRETE",1
"L'ILE AUX SINGES",1
"L'ILE AUX CERFS",1
"L'ILE AU BLE NOIR",1
"LIKAFO",1
"LIGHT SUSHI",1
"LI FENG",1
"LIFE EAT SMART",1
"LIEBE",1
"LIDO",1
"LIBRORUM",1
"LIBEYROUTH",1
"LIBERTY'S",1
"LIBERTINO",1
"LIBER THE",1
"LIBERTA",1
"LIBERO",1
"LIBAN BIENVENUE",1
"LIBANAIS FAUBOURG",1
"LIBANA",1
"L'HYDROPATHE",1
"L'HUITRIER",1
"LHOTSE",1
"L'HORLOGE",1
"L'HOMME BLEUE",1
"L'HOMMAGE",1
"L'HIRONDELLE",1
"L'HEURE GOURMANDE",1
"L'HEURE BLEUE",1
"L'HELICE",1
"LHASSA",1
"LE’BONHEUR",1
"LE ZOYA",1
"LE ZORBA",1
"LE ZINC VILLIERS",1
"LE ZINC D'HONORE",1
"LE ZINC DE CLOVIS",1
"LE ZIMMER",1
"LE ZIC DU 16",1
"LE ZEPHYR",1
"LE ZEBRE",1
"LEZARD CAFE",1
"LE ZAKOUSKI",1
"LE YAHMI",1
"LE XXV",1
"LE XVI",1
"L'EXPRESS DE PARIS",1
"L'EXPRESS BAR",1
"L'EXPRESS 27",1
"L'EXPOSITION",1
"LE XIX",1
"LE XIV EME",1
"LE WOK CAFE",1
"LE WOK",1
"LE WASHINGTON",1
"LE WARNER",1
"LE WAIKIKI",1
"LE WAGRAM",1
"LE W",1
"LE VRAI PARIS",1
"LE VOYAGE EXOTIC",1
"LE VOUILLE",1
"LE VOLCAN",1
"LE VOLANT BASQUE",1
"LE VITIS",1
"LE VIRGINIE",1
"LE VIRGINIA",1
"LE VIOLON DINGUE",1
"LE VIOLON D'INGRES",1
"LE VINTIMILLE",1
"LE VIN TERRE",1
"LE VIN SOBRE",1
"LE VINGTIEME",1
"LE VINGT-HUIT",1
"LE VIN DE BELLE CHASSE",1
"LE VIN COEUR",1
"LE VINCI",1
"LE VINCENNES",1
"LE VIN BIS",1
"LE VIN AU VERT",1
"LE VILLARET",1
"LE VILLAGE RONSARD",1
"LE VILLAGE MONGE",1
"LE VILLAGE DES FETES",1
"LE VILLAGE D'AUTEUIL",1
"LE VILLAGE CORSE",1
"LE VIGNY",1
"LE VIEUX CRAPAUD",1
"LE VIEUX CHENE",1
"LE VIEUX CHALET",1
"LE VIEUX BISTROT",1
"LE VIEUX BELLEVILLE",1
"LE VIEIL ALGER",1
"LE VICTORY",1
"LE VICTORIA LOUNGE",1
"LE VICTORIA",1
"LE VICTOR HUGO",1
"LE VICQ D'AZIR",1
"LE VIADUC D'AUTEUIL",1
"LE VIADUC",1
"LE VERRE TAQUIN",1
"LE VERRE SIFFLEUR",1
"LE VERRE MOUTARDE",1
"LE VERRE LUISANT",1
"LE VERRE GALANT",1
"LE VERRE A VIN",1
"LE VERRE A PIED",1
"LE VERO DODAT",1
"L EVEREST",1
"LE VERBALON",1
"LE VENTURA",1
"LE VENTADOUR",1
"LE VENITIEN",1
"LE VENETO",1
"LE VELLEFAUX",1
"LE VAUDEVILLE",1
"LE VAUDESIR",1
"LE VAUBAN",1
"LEVANTINE",1
"LE VANART’",1
"LE VAL ROYAL",1
"LE VALMY",1
"LE VALENCAY",1
"LE VAISSEAU VERT",1
"LEVAIN LE VIN",1
"LE VAILLANT",1
"LE VA ET VIENT DU NORD",1
"LE VA DE GRACE",1
"LE V3",1
"L'EURYDICE",1
"L'EUROPEEN",1
"L'EUROPE",1
"LE TWICKENHAM",1
"LE TUNNEL",1
"LE TUB",1
"LET'S WOK",1
"LE TRUMILOU",1
"LE TRUFFAUT",1
"LE TROUSSEAN D'OR",1
"LE TROQUET DU TEMPLE",1
"LE TROQUET DES GLACES",1
"LE TROIS QUART",1
"LE TROISIEME CAFE",1
"L'ETRIER D'OR",1
"LE TRIANGLE DU BOSPHORE",1
"LE TRIANGLE D'OR",1
"LE TRESOR",1
"LE TRENTE-NEUF",1
"LE TREND",1
"LE TRANSISTOR",1
"LE TRAMWAY",1
"LE TRAM",1
"LE TRAKNAR",1
"LE TRAITEUR DE LA BOURSE",1
"LE TRAIN BLEU",1
"LE TRABOULE",1
"LE TOUT PETIT",1
"LE TOUTANOU",1
"LE TOURVILLE",1
"LE TOURNON",1
"LE TOURING",1
"LE TOUR DU LIBAN",1
"LE TOURBILLON",1
"LE TOUNSI",1
"LE TORRICELLI",1
"LE TOP",1
"LE TONNELIER DE BRETEUIL",1
"LE TOM TIP",1
"L'ETOILE VENITIENNE",1
"L'ETOILE MAROCAINE",1
"L'ETOILE LONGCHAMPS",1
"L'ETOILE EUROPEENNE",1
"L'ETOILE DU MAROC",1
"L'ETOILE DU MAGHREB",1
"L ETOILE DES BATIGNOLLES",1
"L'ETOILE DE MONTMARTRE",1
"L'ETOILE DE CLICHY",1
"L'ETOILE D'AFRIQUE",1
"L'ETOILE BRILLANTE",1
"L'ETOILE BERBERE",1
"L'ETOILE1903",1
"LE TOCQUEVILLE",1
"LE TITI PARISIEN",1
"LE TITANIC",1
"LE  TIPSY BAR",1
"LE TINY CAFE",1
"LE TIMGAD",1
"LE TIMBAUD",1
"LE TIKI ROSE",1
"LE TIERCE",1
"L'ETHIK A TABLE",1
"LE THEATRE",1
"LE THE",1
"L'ETERNEL",1
"LE TERMINUS LYON",1
"LE TERMINUS BALARD",1
"LE TENNESSEE",1
"LE TEMPS AU TEMPS",1
"LE TEMPO",1
"LE TEMPLE D'OR",1
"LE TEMPLE CELESTE",1
"LE TEMPLE",1
"LE TELEGRAPHE",1
"L'ETE EN PENTE DOUCE",1
"LE TAYLOR",1
"LE TAULIER",1
"L'ETAPE",1
"LE TAMBOUR",1
"LE TALON CACHE",1
"LE TAJ MAHAL",1
"LE TAILLEBOURG",1
"LE TAGINE",1
"L'ETAGE",1
"LE TACOS DORE",1
"L'ETABLI",1
"LE TABERNITA",1
"LES ZYGOMATES",1
"LES ZAZOUS",1
"LE SYN",1
"LE SYMPATHIQUE",1
"LE SWANN",1
"LESVRESIDENTS",1
"LES VOYAGES DE LAURE",1
"LES VOLONTAIRES",1
"LES VOLCANS",1
"LES VITELLONI",1
"LES VINS DE MONTMARTRES",1
"LES VINAIGRIERS",1
"LES VIGNES DU LIBAN",1
"LES VENDANGES",1
"LES VEDETTES",1
"LES URSULINES",1
"LE SURENE",1
"LE SURCOUF",1
"LE SUNSET JAZZ CLUB",1
"LE SULTAN",1
"LE SULLY",1
"LE SUFFREN",1
"LE SUD TUNISIEN",1
"LE SUD FOOD",1
"LE SUBTERFUGE",1
"LE STYLE",1
"LES TURBINES",1
"LE STUDIO CAFE",1
"LE STUBE",1
"LES TRUBLIONS",1
"LES TROIS ROYAUMES",1
"LES TROIS MARMITES",1
"LES TROIS MALADROITS",1
"LES TROIS GARES",1
"LES TROIS GARCONS",1
"LES TROIS FONTAINES",1
"L'ESTRAPADE",1
"LES TOURTEAUX",1
"LES TONTONS VEG",1
"LES TONTONS DU HUITIEME",1
"LES TONTONS BRINGUEURS",1
"LE ST LAURENT",1
"L'ESTIVE",1
"LE ST GRAAL",1
"LE STEPHANOIS",1
"LE STENDHAL",1
"LES TEMPS DU CORPS",1
"LE STELLA",1
"L'ESTEL",1
"LE STAY",1
"LES TANTES JEANNE",1
"LES TANNEURS DE LA BUTTE",1
"LES TANINS",1
"LE STANDART",1
"L'ESTAMPE",1
"LE ST AMOUR",1
"L'ESTAMINET",1
"LES TABLES D'AUGUSTIN",1
"LES STARTINES",1
