"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
87.,25.07853269477156,"Nelson Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands",2.,140.,"Antarctica",140.,"Southern region",192.1,65.3,0.3399271212909943,"inc",2.5e6,-62.3,-59.05,0.,"","","","","","","","",1966.,52.,"","","","","","","sur la carte",1.
88.,"inc","Nikudin Rock","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-62.383806,-59.8425,0.,"","","","","","","","","",93.,"","","","","","","pas sur la carte",1.
89.,"inc","Patresh Rock","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-62.34472,-59.66083,0.,"","","","","","","","","",53.,"","","","","","","pas sur la carte",1.
90.,"inc","Penguin Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-62.09992,-57.9285,0.,"Georges Island","L'Île Pingouin","Penguin Isle","","","","","","",54.,"","","","","","","pas sur la carte",1.
91.,"inc","Peter I Island","Administered under the Antarctic Treaty System","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",243.,"inc","inc","inc","inc",-68.833,-90.583,0.,"Peter I Oy","","","","","","","","",55.,"","Norway","","","","","sur la carte",1.
92.,"inc","Possession Islands","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-71.8683,171.263,0.,"","","","","","","","","",56.,"","","","","","","pas sur la carte",1.
93.,"inc","Pourquoi Pas Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",420.,95.8,0.2280952380952381,1585.,2.5e6,-67.75,-67.6,0.,"Pourquoi Pas","","","","","","","",1968.,57.,"","","","","","","sur la carte",1.
94.,50.8181928856438,"Powell Island","Administered under the Antarctic Treaty System by Argentina and United Kingdom","Antarctic Islands","ata","","","","South Orkley Islands",4.,500.,"Antarctica",700.,"Southern region",20.,"inc","inc",620.,"inc",-60.663,-45.033,0.,"","","","","","","","",1969.,"","","","","","","","sur la carte",1.
95.,"inc","Query Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-68.8,-67.2,0.,"","","","","","","","","",58.,"","","","","","","pas sur la carte",1.
96.,"inc","Rabot Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","Biscoe Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-65.9,-65.983333,0.,"","","","","","","","","",59.,"","","","","","","sur la carte",1.
97.,18.973665961010276,"Renaud Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","Biscoe Islands",40.,40.,"Antarctica",40.,"Southern region",618.3,147.6,0.23871906841339155,"inc",2.5e6,-65.673163,-66.008961,0.,"Renaud","","","","","","","",1970.,60.,"","","","","","","sur la carte",1.
98.,25.900387109898254,"Robert Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands",5.,140.,"Antarctica",140.,"Southern region",186.,63.5,0.3413978494623656,"inc",2.5e6,-62.35,-59.6,0.,"Roberts Island","Mitchells Island","Polotsk Island","","","","","",1971.,61.,"","","","","","","sur la carte",1.
99.,"inc","Robertson Islands","Administered under the Antarctic Treaty System by Argentina and United Kingdom","Antarctic Islands","ata","","","","South Orkley Islands","inc","inc","inc","inc","Southern region",0.,"inc","inc","inc","inc",-60.766666,-45.15,0.,"","","","","","","","",1972.,"","","","","","","","pas sur la carte",1.
100.,30.,"Roosevelt Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","",100.,100.,"Antarctica",100.,"Southern region",7910.,351.9,0.04448798988621997,550.,2.5e6,-79.29,-162.,0.,"","","","","","","","",1973.,62.,"","","","","","","sur la carte",1.
101.,18.973665961010276,"Ross Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","Ross Archipelago",40.,40.,"Antarctica",40.,"Southern region",2480.9,313.6,0.1264057398524729,3794.,2.217e6,-77.524625,166.941833,100.,"","","","","","","","",1974.,63.,"","","","","","","sur la carte",1.
102.,"inc","Rothschild Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",500.,"inc","inc","inc","inc",-69.6,-72.55,0.,"","","","","","","","",1975.,64.,"","","","","","","pas sur la carte",1.
103.,"inc","Rugged Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region",10.4,"inc","inc","inc","inc",-62.6317,-61.245,0.,"Isla Rugosa","Lloyds Island","Ragged Island","","","","","","",65.,"","","","","","","sur la carte",1.
104.,"inc","Sabrina Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","Balleny Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-66.831,163.236,0.,"","","","","","","","","",66.,"","","","","","","pas sur la carte",1.
105.,"inc","Scott Island","Administered under the Antarctic Treaty System","Antarctic Islands","ata","","","","Ross Dependency","inc","inc","inc","inc","Southern region",0.04,"inc","inc",54.,"inc",-67.3783,-179.9117,0.,"","","","","","","","","",1790.,"","New Zealand","","","","","pas sur la carte",1.
106.,"inc","Seal Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-60.863,-55.59,"inc","Îles des Phoques","Islas Foca","Islotes Foca","Seal Rocks","","","","","",67.,"","","","","","","pas sur la carte",1.
107.,14.82743449631074,"Sherman Island","Administered under the Antarctic Treaty System","Antarctic Islands","ata","","","","",15.,30.,"Antarctica",30.,"Southern region",1159.,153.,0.13201035375323555,186.,2.5e6,-72.63,-100.,0.,"Sherman","","","","","","","",1976.,68.,"","","","","","","pas sur la carte",1.
108.,50.55024369321268,"Signy Island","Administered under the Antarctic Treaty System by Argentina and United Kingdom","Antarctic Islands","ata","","","","South Orkley Islands",3.,500.,"Antarctica",700.,"Southern region",19.,"inc","inc",281.,"inc",-60.716666,-45.6,5.,"","","","","","","","",1977.,"","","","","","","","sur la carte",1.
109.,19.964069339829248,"Siple Island","Administered under the Antarctic Treaty System","Antarctic Islands","ata","","","","",20.,60.,"Antarctica",60.,"Southern region",6390.,486.7,0.0761658841940532,3110.,2.5e6,-73.73,-125.2,0.,"Siple","","","","","","","",1978.,69.,"","","","","","","sur la carte",1.
110.,28.66431913239846,"Smith Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands",25.,140.,"Antarctica",140.,"Southern region",206.,82.8,0.4019417475728155,2042.,2.5e6,-63.,-62.6,0.,"Borodino Island","Borodino Smith Island","","","","","","",1979.,70.,"","","","","","","sur la carte",1.
111.,"inc","Smyley Island","Administered under the Antarctic Treaty System by Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",1000.,"inc","inc","inc","inc",-72.873,-77.87,0.,"","","","","","","","",1980.,71.,"","","","","","","sur la carte",1.
112.,"inc","Snow Hill Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","James Ross Island Group","inc","inc","inc","inc","Southern region",371.2,89.,0.23976293103448276,396.,2.5e6,-64.467,-57.2,0.,"Snow Hill","","","","","","","",1982.,72.,"","","","","","","sur la carte",1.
113.,25.900387109898254,"Snow Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands",5.,140.,"Antarctica",140.,"Southern region",154.2,57.6,0.3735408560311284,"inc",2.5e6,-62.8,-61.5,0.,"","","","","","","","",1981.,73.,"","","","","","","sur la carte",1.
114.,"inc","Spaatz Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",4100.,"inc","inc","inc","inc",-72.996,-74.96,0.,"Isla Nevada","","","","","","","",1983.,74.,"","","","","","","sur la carte",1.
115.,"inc","Steele Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",0.,"inc","inc","inc","inc",-71.,60.66666,"inc","","","","","","","","",1984.,"","","","","","","","pas sur la carte",1.
116.,"inc","Sturge Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","Balleny Islands","inc","inc","inc","inc","Southern region",437.4,99.1,0.2265660722450846,945.,2.5e6,-67.500252,164.648825,0.,"Sturge","","","","","","","",1985.,75.,"","","","","","","sur la carte",1.
117.,"inc","Thurston Island","Administered under the Antarctic Treaty System","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region",15700.,"inc","inc","inc","inc",-72.225902,-98.916321,0.,"","","","","","","","",1986.,76.,"","","","","","","sur la carte",1.
118.,"inc","Topografov Island","Administered under the Antarctic Treaty System by Australia","Antarctic Islands","ata","","","","","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-68.5,78.183333,0.,"","","","","","","","","",77.,"","","","","","","pas sur la carte",1.
119.,"inc","Trinity Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","Palmer Archipelago","inc","inc","inc","inc","Southern region",208.,107.7,0.5177884615384616,"inc",2.5e6,-63.78333,-60.7333,0.,"","","","","","","","",1987.,"","","","","","","","sur la carte",1.
120.,"inc","Vega Island","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","James Ross Island Group","inc","inc","inc","inc","Southern region",328.,97.9,0.2984756097560976,"inc",2.5e6,-63.85,-57.3,0.,"Vega","","","","","","","",1988.,78.,"","","","","","","sur la carte",1.
121.,"inc","Vietor Rock","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-62.68306,-61.09806,0.,"","","","","","","","","",79.,"","","","","","","pas sur la carte",1.
122.,"inc","Vodoley Rock","Administered under the Antarctic Treaty System by Argentina, Chile and United Kingdom","Antarctic Islands","ata","","","","South Shetland Islands","inc","inc","inc","inc","Southern region","inc","inc","inc","inc","inc",-62.520417,-60.85972,0.,"","","","","","","","","",80.,"","","","","","","pas sur la carte",1.
123.,6.708203932499369,"White Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","Ross Archipelago",5.,5.,"Antarctica",5.,"Southern region",217.7,64.9,0.29811667432246214,1162.,2.5e6,-78.14,167.29,0.,"White","","","","","","","",1989.,82.,"","","","","","","sur la carte",1.
124.,9.486832980505138,"White Island","Administered under the Antarctic Treaty System by Australia","Antarctic Islands","ata","","","","",10.,10.,"Antarctica",10.,"Southern region",306.4,72.,0.2349869451697128,159.,2.5e6,-66.725,48.562,0.,"Hvit Oya","White","","","","","","",1990.,81.,"","","","","","","sur la carte",1.
125.,"inc","Young Island","Administered under the Antarctic Treaty System by New Zealand","Antarctic Islands","ata","","","","Balleny Islands","inc","inc","inc","inc","Southern region",255.4,80.9,0.31675802662490216,991.,2.5e6,-66.415734,162.275851,0.,"Young","","","","","","","",1991.,83.,"","","","","","","sur la carte",1.
126.,97.89883631702199,"Amsterdam Island","France","French Southern Territories","atf","","","","Amsterdam and Saint Paul Islands",50.,1300.,"Antarctica",3000.,"Indian region",86.5,51.4,0.5942196531791908,911.,1.e6,-37.833333,77.516667,25.,"Île Amsterdam","","","","","","","",586.,38.,"","","","","","","sur la carte",1.
127.,"inc","Bassas da India Island","France","French Southern Territories","atf","","","","Bassas da India Island","inc","inc","inc","inc","Indian region",0.2,35.2,176.,1.2,"inc",-21.4825,39.671944,0.,"","","","","","","","","",982.,"","Madagascar","","","","","pas sur la carte",1.
128.,63.42640687119285,"Foch Island","France","French Southern Territories","atf","","","","Kerguelen Islands",1.,400.,"Antarctica",1800.,"Southern region",206.2,100.,0.48496605237633367,687.,1.e6,-49.,69.3,0.,"Foch (Ile Foch)","","","","","","","",611.,988.,"","","","","","","sur la carte",1.
129.,53.29032884064338,"Glorieuses Island","France","French Southern Territories","atf","","","","Glorieuses Island",180.,180.,"Africa",700.,"Indian region",4.2,7.7,1.8333333333333333,20.,150000.,-11.547592999999999,47.337365500000004,0.,"","","","","","","","",613.,"","","Madagascar","","","","","sur la carte",2.
130.,64.42640687119285,"Howe Island","France","French Southern Territories","atf","","","","Kerguelen Islands",4.,400.,"Antarctica",1800.,"Southern region",51.,"inc","inc",245.,"inc",-48.866666,69.45,0.,"Île Howe","","","","","","","",622.,40.,"","","Iles Leygues","","","","pas sur la carte",1.
131.,89.75370652359912,"Île aux Cochons","France","French Southern Territories","atf","","","","Crozet Islands",58.,1400.,"Antarctica",2000.,"Indian region",67.6,33.4,0.4940828402366864,770.,1.e6,-46.0953,50.233,0.,"","","","","","","","",600.,"39, 996, 1004","","","Îlots des Apotres, and Pingouins","","","","sur la carte",1.
132.,63.42640687119285,"Île aux Rennes","France","French Southern Territories","atf","","","","Kerguelen Islands",1.,400.,"Antarctic",1800.,"Southern region",36.7,36.6,0.997275204359673,199.,1.e6,-49.95,69.833333,0.,"Île Australia","Reindeer Island","","","","","","",695.,"","","","","","","","pas sur la carte",1.
133.,83.485481326991,"Île de la Possession","France","French Southern Territories","atf","","","","Crozet Islands",17.,1200.,"Antarctica",2000.,"Indian region",153.1,60.4,0.3945133899412149,934.,1.e6,-46.4,51.78,20.,"Ile de la Possession","","","","","","","",626.,992.,"","","","","","","sur la carte",1.
134.,83.485481326991,"Île de l'Est","France","French Southern Territories","atf","","","","Crozet Islands",17.,1200.,"Antarctic",2000.,"Indian region",122.2,48.9,0.4001636661211129,1090.,1.e6,-46.43,52.2,0.,"Ile de l'Est","","","","","","","",625.,993.,"","","","","","","sur la carte",1.
135.,63.42640687119285,"Île de l'Ouest","France","French Southern Territories","atf","","","","Kerguelen Islands",1.,400.,"Antarctica",1800.,"Southern region",33.1,37.3,1.1268882175226584,617.,1.e6,-49.35,68.741666,0.,"","","","","","","","",677.,"","","","","","","","rattachée à une autre île",1.
136.,64.15845767876174,"Île du Port","France","French Southern Territories","atf","","","","Kerguelen Islands",3.,400.,"Antarctica",1800.,"Southern region",43.,39.7,0.9232558139534884,340.,1.e6,-49.183333,69.608333,0.,"","","","","","","","",682.,"","","","","","","","sur la carte",1.
137.,96.48433971375964,"Île Saint-Paul","France","French Southern Territories","atf","","","","Amsterdam and Saint Paul Islands",50.,1200.,"Antarctica",3000.,"Indian region",7.,"inc","inc",272.,"inc",-38.73,77.522222,0.,"Saint Paul Island","","","","","","","",699.,999.,"","","Roche Quille","","","","sur la carte",1.
138.,"inc","Îles de Boynes","France","French Southern Territories","atf","","","","Kerguelen Islands","inc","inc","inc","inc","Southern region","inc","inc","inc",35.,"inc",-50.018041,68.862851,0.,"","","","","","","","","",1054.,"","","","","","","sur la carte",1.
139.,"inc","Îles du Prince-de-Monaco","France","French Southern Territories","atf","","","","Kerguelen Islands","inc","inc","inc","inc","Southern region","inc","inc","inc",99.,"inc",-49.612882,69.236502,0.,"","","","","","","","","",1055.,"","","","","","","sur la carte",1.
140.,"inc","Juan de Nova Island","France","French Southern Territories","atf","","","","Juan de Nova Island","inc","inc","inc","inc","Indian region",4.4,12.3,2.7954545454545454,"inc","inc",-17.054444,42.725,0.,"Saint-Christophe Island","","","","","","","","",1619.,"","Madagascar","","","","","sur la carte",1.
